343,1585,342,1,2
357,1617,358,2,1
358,1617,359,2,1
359,1617,360,2,1
360,1617,1617,4,0
366,1617,365,1,2
367,1617,366,1,2
368,1617,367,1,2
832,1615,854,3,0
1304,1626,1303,1,2
1389,1676,1367,0,3
1390,1676,1368,0,3
1391,1676,1369,0,3
1411,1676,1389,0,3
1412,1676,1390,0,3
1413,1676,1391,0,3
1433,1676,1432,1,2
1433,1678,1455,3,0
1434,1676,1433,1,2
1435,1676,1434,1,2
1443,1676,1444,2,1
1536,1658,1558,3,0
1598,1617,356,0,4
1617,1598,360,0,4
1617,1607,360,0,4
1617,1627,360,0,4
1617,1651,360,0,4
1617,1665,360,0,4
1617,1669,360,0,4
1617,1677,360,0,4
1638,1676,1393,0,4
1651,1617,360,0,4
1656,1676,1397,0,4
1676,1621,1432,0,4
1676,1638,1367,0,4
1676,1640,1432,0,4
1676,1653,1367,0,4
1676,1655,1432,0,4
1676,1656,1367,0,4
1676,1678,1367,0,4
1676,1680,1367,0,4
1678,1676,1390,0,4
1680,1676,1375,0,4
